sent_date,year,data_month,journal,note
Tue Feb  1 07:45:12 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:13 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:14 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:15 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:16 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:17 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:18 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:18 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:18 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:19 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:20 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:21 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:22 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:23 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:24 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:25 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:26 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:27 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:27 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:27 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:27 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:27 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:27 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:27 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:27 2011,2010,OCT,unknown,INITIAL
Tue Feb  1 07:45:27 2011,2010,OCT,unknown,INITIAL
